date,group
2015-10-15,1087960.127169862
2015-10-16,1097734.5854408129
2015-10-19,1082773.6066982832
2015-10-20,1070741.1075025913
2015-10-21,1072759.6835593723
2015-10-22,1066664.4497441992
2015-10-23,1060787.1812513147
2015-10-26,1065592.130112512
2015-10-27,1043724.2434214108
2015-10-28,1051763.718826916
2015-10-29,1062916.9836224793
2015-10-30,1060554.176744568
2015-11-02,1078638.2587016376
2015-11-03,1066644.0671019198
2015-11-04,1052648.1709048892
2015-11-05,1054628.2565421958
2015-11-06,1038953.529144542
2015-11-09,1038049.901666843
2015-11-10,1035031.412410824
2015-11-11,1022735.3659549893
2015-11-12,1012947.5622232837
2015-11-13,1009644.8523456437
2015-11-16,1002578.8686210259
2015-11-17,1003812.8300108585
2015-11-18,1015615.8252427567
2015-11-19,999304.2607871621
2015-11-20,991621.1971739426
2015-11-23,997970.8879794425
2015-11-24,998487.9096687401
2015-11-25,989360.9920054516
2015-11-26,995643.5177756563
2015-11-27,996147.0387465742
2015-11-30,993210.0269352123
2015-12-01,1006352.0127072157
2015-12-02,1009079.9713684404
2015-12-03,1008774.739051232
2015-12-04,1010076.8181147174
2015-12-07,1012139.2724731121
2015-12-08,1012692.4707832832
2015-12-09,1018632.3957337351
2015-12-10,1023257.5554768185
2015-12-11,1022478.4413883808
2015-12-14,1018249.8367636652
2015-12-15,1013617.7741748657
2015-12-16,1012027.8311078711
2015-12-17,1010955.6049498504
2015-12-18,1008011.4510605519
2015-12-21,1006041.2983537602
2015-12-22,1014897.8973064574
2015-12-23,1027239.6022814729
2015-12-24,1015568.2686237663
2015-12-25,1000359.1555237179
2015-12-28,1001544.7624282974
2015-12-29,985840.2433547089
2015-12-30,977774.9868337244
2015-12-31,986770.1444834482
2016-01-01,994841.0684103004
2016-01-04,1003159.0436463268
2016-01-05,1007409.7006319663
2016-01-06,1006272.5629236717
2016-01-07,1017856.6052185004
2016-01-08,1016438.4679350324
2016-01-11,1009368.6071069222
2016-01-12,1011243.1382585919
2016-01-13,1011737.2416524725
2016-01-14,1014449.8334839167
2016-01-15,1015741.0717143764
2016-01-18,1016101.8000600286
2016-01-19,1029104.0466013136
2016-01-20,1032486.4209988031
2016-01-21,1029939.4259205402
2016-01-22,1026070.0613938605
2016-01-25,1023188.3956020416
2016-01-26,1010502.6519316989
2016-01-27,1003319.0657978923
2016-01-28,1012267.3680561449
2016-01-29,1015242.9952315732
2016-02-01,1006235.0880940489
2016-02-02,986281.3488640331
2016-02-03,986571.867714647
2016-02-04,996874.27715586
2016-02-05,1009673.8058999158
2016-02-08,996635.7508835049
2016-02-09,988544.7918010354
2016-02-10,978030.4375561757
2016-02-11,980010.2902119858
2016-02-12,988897.693916471
2016-02-15,996894.6211211076
2016-02-16,991124.20107284
2016-02-17,989265.501589264
2016-02-18,980244.1829277722
2016-02-19,972185.6169457978
2016-02-22,966027.788957603
2016-02-23,968870.8693190035
2016-02-24,961550.3153777183
2016-02-25,949622.8346162613
2016-02-26,941986.2953028982
2016-02-29,943520.8333145231
2016-03-01,929009.2164568293
2016-03-02,925530.8328302614
2016-03-03,925280.5443745279
2016-03-04,923001.0085037033
2016-03-07,926826.1536061927
2016-03-08,925857.487565704
2016-03-09,928216.6912191402
2016-03-10,930483.7270008607
2016-03-11,936209.9069568174
2016-03-14,934691.7773686763
2016-03-15,943897.7072277514
2016-03-16,953249.7363957663
2016-03-17,953628.3357666505
2016-03-18,949633.8020338998
2016-03-21,948242.9978954497
2016-03-22,949411.4771513132
2016-03-23,949975.7199926926
2016-03-24,956218.5843934005
2016-03-25,958575.4646600449
2016-03-28,943215.7158987516
2016-03-29,936206.3066471597
2016-03-30,930368.9162513324
2016-03-31,931935.5820167364
2016-04-01,939822.8009608812
2016-04-04,945240.3634569391
2016-04-05,955325.0049692963
2016-04-06,958790.2360965067
2016-04-07,962675.4342241972
2016-04-08,955114.0723524889
2016-04-11,954363.3657989546
2016-04-12,944874.7010206493
2016-04-13,944433.376242564
2016-04-14,941026.1870425483
2016-04-15,942865.5457828974
2016-04-18,942728.8340898971
2016-04-19,940007.6437031087
2016-04-20,939167.0156774658
2016-04-21,954827.2636263452
2016-04-22,979308.5963750125
2016-04-25,982515.7984552826
2016-04-26,989262.5480421418
2016-04-27,997693.0504273379
2016-04-28,999986.037345702
2016-04-29,998881.2073746218
2016-05-02,978375.0960238401
2016-05-03,965452.664010517
2016-05-04,956518.2202991499
2016-05-05,973183.0930463792
2016-05-06,975341.478160248
2016-05-09,986743.4392637789
2016-05-10,991834.9920037774
2016-05-11,990232.8731329897
2016-05-12,992549.7172545061
2016-05-13,982122.3363680599
2016-05-16,974050.1020841392
2016-05-17,971835.034364211
2016-05-18,968079.1909458276
2016-05-19,964510.7689203026
2016-05-20,964566.878187749
2016-05-23,961214.7980674343
2016-05-24,963732.1014918501
2016-05-25,962959.4057462765
2016-05-26,957211.2458512271
2016-05-27,979867.1215696353
2016-05-30,972107.4815611169
2016-05-31,968107.1352153657
2016-06-01,974207.242458838
2016-06-02,972443.2484755211
2016-06-03,968907.5914961852
2016-06-06,974502.6280872651
2016-06-07,981623.7907669158
2016-06-08,983076.2172522108
2016-06-09,1000749.6321569867
2016-06-10,1000266.4715655474
2016-06-13,1008233.0731540066
2016-06-14,997892.6923094247
2016-06-15,1009504.3014192272
2016-06-16,1009374.8767428449
2016-06-17,1004159.0734938531
2016-06-20,999230.6310363408
2016-06-21,998696.080907155
2016-06-22,991526.6986252301
2016-06-23,993451.2601013988
2016-06-24,980939.003964774
2016-06-27,986009.242944066
2016-06-28,997005.4457796903
2016-06-29,997561.9611331685
2016-06-30,1001849.5260368912
2016-07-01,995354.0207252714
2016-07-04,1004735.6812855707
2016-07-05,998529.3823046612
2016-07-06,1006672.9120374916
2016-07-07,999221.4020139128
2016-07-08,1010315.4665377807
2016-07-11,1003130.3424929269
2016-07-12,1001946.5776378968
2016-07-13,998112.2400956196
2016-07-14,999959.4396938807
2016-07-15,1007277.996904725
2016-07-18,994664.2722154272
2016-07-19,991380.0060298027
2016-07-20,986452.4729660442
2016-07-21,966154.6927144917
2016-07-22,976145.1264407404
2016-07-25,978581.9524402845
2016-07-26,987500.5624692169
2016-07-27,993236.1763621112
2016-07-28,995998.4882695156
2016-07-29,1001570.9629900516
2016-08-01,1003550.0104001706
2016-08-02,1014656.2254414697
2016-08-03,1013645.8286890013
2016-08-04,1011267.3911947706
2016-08-05,1014046.6609852912
2016-08-08,1025174.5118045786
2016-08-09,1020196.1163763627
2016-08-10,1027935.7004258975
2016-08-11,1028487.0353105764
2016-08-12,1030287.5902743007
2016-08-15,1016747.8890754463
2016-08-16,1021991.1601585756
2016-08-17,1026098.6840954442
2016-08-18,1017840.2387892976
2016-08-19,1015942.5200647677
2016-08-22,1019283.9177824068
2016-08-23,1009821.8514381389
2016-08-24,1014328.0791710558
2016-08-25,1010072.6792127527
2016-08-26,1013504.4594464219
2016-08-29,1008476.9079707388
2016-08-30,1010426.4285694294
2016-08-31,1017260.0094949423
2016-09-01,1030047.0910127817
2016-09-02,1042561.5547240174
2016-09-05,1042749.7562868304
2016-09-06,1044933.4882748482
2016-09-07,1044721.9711589382
2016-09-08,1036587.626642391
2016-09-09,1037665.6371621833
2016-09-12,1038229.9537006025
2016-09-13,1034097.644752245
2016-09-14,1039083.9706649495
2016-09-15,1033115.3691298024
2016-09-16,1035522.4805775007
2016-09-19,1036916.002308558
2016-09-20,1038454.1836267704
2016-09-21,1036847.6560148114
2016-09-22,1037148.7080940298
2016-09-23,1036300.1915743528
2016-09-26,1040816.509924145
2016-09-27,1036334.5966394658
2016-09-28,1036382.5123069057
2016-09-29,1026166.2480453599
2016-09-30,1022191.1864992172
2016-10-03,1011486.9672102403
2016-10-04,1009454.3025505913
2016-10-05,1005070.0754916819
2016-10-06,1009753.8324624306
2016-10-07,1021488.2502417776
2016-10-10,1023343.7725128051
2016-10-11,1033503.3929770349
2016-10-12,1050234.5989438565
2016-10-13,1041471.1677004687
2016-10-14,1043117.305489725
2016-10-17,1039401.6274839774
2016-10-18,1038852.1492532929
2016-10-19,1043713.3879921797
2016-10-20,1042291.3854427037
2016-10-21,1034232.4659008547
2016-10-24,1036123.2700216145
2016-10-25,1034767.2091945594
2016-10-26,1017679.0856055014
2016-10-27,1011256.145017396
2016-10-28,1022659.710261089
2016-10-31,1023057.1537655966
2016-11-01,1029825.780484555
2016-11-02,1035721.7554596007
2016-11-03,1047744.7911029541
2016-11-04,1058646.204884748
2016-11-07,1056961.684996502
2016-11-08,1048694.9892352037
2016-11-09,1029179.2535457049
2016-11-10,1020659.0062499039
2016-11-11,1024421.6211241297
2016-11-14,1024104.9936785998
2016-11-15,1023105.2373527805
2016-11-16,1040005.4937133688
2016-11-17,1044898.5771078035
2016-11-18,1051316.4940791046
2016-11-21,1046295.3949598018
2016-11-22,1048126.3446882375
2016-11-23,1043335.0540138166
2016-11-24,1035569.2404055581
2016-11-25,1041459.859017835
2016-11-28,1035788.3204911286
2016-11-29,1040494.5954246522
2016-11-30,1046291.6054119322
2016-12-01,1032560.4842671644
2016-12-02,1031614.9889348068
2016-12-05,1027036.6707670754
2016-12-06,1013568.352851327
2016-12-07,1013873.8123261086
2016-12-08,1015378.2528288325
2016-12-09,1015733.5393546642
2016-12-12,1009956.7690462254
2016-12-13,1004675.2886619673
2016-12-14,1001433.2122062312
2016-12-15,1002998.28663338
2016-12-16,1008183.5682836174
2016-12-19,1015593.309206256
2016-12-20,1007971.4357792216
2016-12-21,1007752.5414143464
2016-12-22,1003711.9342517491
2016-12-23,1002981.441524792
2016-12-26,1006139.9307441881
2016-12-27,987564.9841861658
2016-12-28,982694.1301899833
2016-12-29,985571.7879540226
2016-12-30,980166.3627996887
2017-01-02,980468.0366045297
2017-01-03,977545.269165864
2017-01-04,967493.3337082376
2017-01-05,957869.5510525474
2017-01-06,954132.5167629127
2017-01-09,948453.2325456551
2017-01-10,935453.2067670401
2017-01-11,938289.7907908786
2017-01-12,947454.2744385136
2017-01-13,946891.9792139612
2017-01-16,953332.1410589961
2017-01-17,955840.5198944164
2017-01-18,953065.6669308085
2017-01-19,961445.307579461
2017-01-20,968950.1542548556
2017-01-23,969838.5925333721
2017-01-24,960696.2715539767
2017-01-25,968150.5918149701
2017-01-26,961725.4748732187
2017-01-27,956215.1142760266
2017-01-30,956263.7407115863
2017-01-31,967227.3383249773
2017-02-01,970484.6607309375
2017-02-02,967643.4053835879
2017-02-03,963127.2944685298
2017-02-06,963097.7321262199
2017-02-07,955775.0247432799
2017-02-08,945950.9306980111
2017-02-09,939869.0446725963
2017-02-10,941882.6110040704
2017-02-13,928375.2380916639
2017-02-14,924850.2482946273
2017-02-15,931385.7475858922
2017-02-16,918048.1081201232
2017-02-17,912429.0177661555
2017-02-20,900779.7052849086
2017-02-21,900413.465775808
2017-02-22,902974.3344604287
2017-02-23,902304.3411144614
2017-02-24,891375.0441708416
2017-02-27,891066.9535121135
2017-02-28,899611.1666230669
2017-03-01,898179.0315102006
2017-03-02,903445.8357958118
2017-03-03,909196.5912123558
2017-03-06,896063.0952627304
2017-03-07,895085.1528148138
2017-03-08,898681.9118548324
2017-03-09,902443.6955429387
2017-03-10,901160.9490833341
2017-03-13,908823.8435323344
2017-03-14,913197.6006860482
2017-03-15,905611.3294807692
2017-03-16,885280.5122233285
2017-03-17,882887.5006051117
2017-03-20,888693.692871683
2017-03-21,894150.2478943672
2017-03-22,901990.0177809566
2017-03-23,895904.2523330247
2017-03-24,891006.7093040799
2017-03-27,890404.7968990199
2017-03-28,885760.3827063136
2017-03-29,890350.1323487392
2017-03-30,885166.4597655727
2017-03-31,896816.3802685933
2017-04-03,898742.0469674866
2017-04-04,893797.0441794784
2017-04-05,894038.3455880833
2017-04-06,887325.7756827709
2017-04-07,887203.8049725338
2017-04-10,887442.8731348694
2017-04-11,900818.4656018473
2017-04-12,910985.1534447337
2017-04-13,921562.8533610075
2017-04-14,922950.9099999254
2017-04-17,917185.3829366659
2017-04-18,917496.854783059
2017-04-19,910605.0784080961
2017-04-20,906860.9687226918
2017-04-21,912445.0599043318
2017-04-24,937423.1439834193
2017-04-25,933911.1553358273
2017-04-26,946268.1745345567
2017-04-27,936155.619200065
2017-04-28,949061.9577202396
2017-05-01,937324.9267243946
2017-05-02,933147.8948374763
2017-05-03,937708.5268652398
2017-05-04,928386.2119081215
2017-05-05,936237.0256237803
2017-05-08,934860.4423668329
2017-05-09,942367.1779955442
2017-05-10,935363.1075021691
2017-05-11,943173.7437947523
2017-05-12,948065.1646332995
2017-05-15,962632.4754580564
2017-05-16,959585.6745320127
2017-05-17,952535.5259602081
2017-05-18,945530.4758076576
2017-05-19,934304.3111290291
2017-05-22,924518.5721952084
2017-05-23,915712.4029402079
2017-05-24,913615.3590062772
2017-05-25,910224.2840381326
2017-05-26,899021.7762983792
2017-05-29,895626.8614569708
2017-05-30,896960.4106908609
2017-05-31,897670.8341470185
2017-06-01,900221.303118911
2017-06-02,905438.9190259939
2017-06-05,904968.1652670586
2017-06-06,906613.7282655373
2017-06-07,907557.0794423296
2017-06-08,910726.8396689408
2017-06-09,898340.2417889205
2017-06-12,894916.1317574081
2017-06-13,891250.2559144667
2017-06-14,883270.8403873666
2017-06-15,880681.242794087
2017-06-16,874775.4204143481
2017-06-19,870948.4262262176
2017-06-20,871441.5587956938
2017-06-21,866862.3957849016
2017-06-22,861810.5711626647
2017-06-23,863739.6733487938
2017-06-26,863341.0947035733
2017-06-27,866671.0381447045
2017-06-28,846382.2387202582
2017-06-29,842648.9374250197
2017-06-30,845023.1071779253
2017-07-03,865101.4737770085
2017-07-04,856913.5088191452
2017-07-05,852838.5263125201
2017-07-06,864888.4432218317
2017-07-07,869855.6861568099
2017-07-10,877995.7885033041
2017-07-11,868774.8962110244
2017-07-12,870920.5650206576
2017-07-13,869631.5414995216
2017-07-14,873523.8615203167
2017-07-17,873000.1803562446
2017-07-18,871629.6282608383
2017-07-19,877091.5998933533
2017-07-20,886816.1307951533
2017-07-21,883511.5971708193
2017-07-24,887029.7090820129
2017-07-25,883327.4628155031
2017-07-26,877651.4393837682
2017-07-27,879248.0975025599
2017-07-28,867652.1752113034
2017-07-31,874950.0870414467
2017-08-01,881365.520241433
2017-08-02,889285.836188714
2017-08-03,877291.3589778533
2017-08-04,879634.8189702219
2017-08-07,879227.930099256
2017-08-08,869749.0961058099
2017-08-09,868468.5298807542
2017-08-10,875676.094950482
2017-08-11,862377.0644060122
2017-08-14,866629.2996341226
2017-08-15,868891.4377689145
2017-08-16,867259.8893555438
2017-08-17,879332.150388391
2017-08-18,872376.970537585
2017-08-21,882990.8539207694
2017-08-22,875655.8093595712
2017-08-23,883884.319618681
2017-08-24,872102.3081195496
2017-08-25,874461.511067779
2017-08-28,875214.4006536263
2017-08-29,891863.4967123624
2017-08-30,884903.8710540908
2017-08-31,875304.0532544942
2017-09-01,874225.6164341662
2017-09-04,881883.9710411739
2017-09-05,884287.6251170649
2017-09-06,891582.3403402041
2017-09-07,892332.994825284
2017-09-08,887070.7590880285
2017-09-11,871048.341579023
2017-09-12,862532.6485259017
2017-09-13,872027.1719020397
2017-09-14,864472.4186710599
2017-09-15,863899.1246365407
2017-09-18,857957.383895739
2017-09-19,859517.8477959819
2017-09-20,857042.2594311936
2017-09-21,850014.3522612064
2017-09-22,855474.6417723128
2017-09-25,861478.6395907924
2017-09-26,858545.564192025
2017-09-27,856169.9899545619
2017-09-28,846969.345313797
2017-09-29,838852.5078192117
2017-10-02,830352.8357651397
2017-10-03,830281.1612735263
2017-10-04,828169.7189163401
2017-10-05,828426.451159613
2017-10-06,832003.6834115265
2017-10-09,838172.4481550434
2017-10-10,833408.8097474668
2017-10-11,840212.0884705242
2017-10-12,844312.482878058
2017-10-13,850893.8052682662
2017-10-16,847033.9467168703
2017-10-17,859054.6126723448
2017-10-18,858515.379640595
2017-10-19,868190.8906821272
2017-10-20,863850.7052114728
2017-10-23,876672.0733839727
2017-10-24,885992.3972958962
2017-10-25,886878.1556278048
2017-10-26,887884.0143991972
2017-10-27,885602.2764100615
2017-10-30,895234.1803377187
2017-10-31,888838.9692011201
2017-11-01,891670.472256816
2017-11-02,891519.9622908097
2017-11-03,895304.2317652754
2017-11-06,890882.4537075046
2017-11-07,899909.0345086504
2017-11-08,890154.2474454923
2017-11-09,879093.0437771666
2017-11-10,888135.6486365495
2017-11-13,894087.5788504444
2017-11-14,902458.429807472
2017-11-15,901406.703362786
2017-11-16,887946.3879381503
2017-11-17,890270.8871205831
2017-11-20,887468.993126461
2017-11-21,882749.3077605374
2017-11-22,888402.0840909432
2017-11-23,889170.1634136741
2017-11-24,893423.2633990634
2017-11-27,895163.5713641241
2017-11-28,890264.8601653827
2017-11-29,885181.7823876685
2017-11-30,881520.2011339332
2017-12-01,877265.5871082
2017-12-04,893881.3873503534
2017-12-05,907781.1259754333
2017-12-06,915696.7219311984
2017-12-07,914708.6610258225
2017-12-08,906577.5673381444
2017-12-11,905127.5342288135
2017-12-12,902555.5654125891
2017-12-13,911459.1124400708
2017-12-14,905896.360988125
2017-12-15,914893.58386985
2017-12-18,916646.6783480323
2017-12-19,907466.4985105443
2017-12-20,903131.2297081884
2017-12-21,907624.2734281372
2017-12-22,903868.9461689168
2017-12-25,917394.1282079462
2017-12-26,924628.0589081675
2017-12-27,931079.3872986557
2017-12-28,933706.7174436701
2017-12-29,930584.2441357006
2018-01-01,943593.0651008224
2018-01-02,942899.0034503016
2018-01-03,949318.8192968465
2018-01-04,953360.2120695785
2018-01-05,958878.8934158323
2018-01-08,955632.0289720644
2018-01-09,957951.628184341
2018-01-10,948356.9722990594
2018-01-11,943008.3003502986
2018-01-12,942542.8153638664
2018-01-15,942962.1496683403
2018-01-16,935223.1997625367
2018-01-17,949604.7987288174
2018-01-18,946122.8910435473
2018-01-19,932537.3140239158
2018-01-22,931676.9909657366
2018-01-23,936851.3093143315
2018-01-24,937405.683218616
2018-01-25,938960.8306621303
2018-01-26,928963.7788767593
2018-01-29,926840.458838528
2018-01-30,929713.1044669253
2018-01-31,923610.759753472
2018-02-01,926443.6432323524
2018-02-02,930315.5027728283
2018-02-05,928615.5988694844
2018-02-06,931609.6405815184
2018-02-07,930652.5731262343
2018-02-08,933612.9038471619
2018-02-09,936444.1232495175
2018-02-12,946585.4695733534
2018-02-13,950857.9510514016
2018-02-14,960777.3722833411
2018-02-15,963255.3483260819
2018-02-16,970097.5239566925
2018-02-19,976811.467031585
2018-02-20,981400.614988304
2018-02-21,982632.0344895887
2018-02-22,979233.8594872744
2018-02-23,986940.4896267047
2018-02-26,982426.6007267648
2018-02-27,990715.1037153438
2018-02-28,993805.3331492896
2018-03-01,990684.7544037257
2018-03-02,999212.4163057992
2018-03-05,994093.3404461698
2018-03-06,1003831.5024638681
2018-03-07,1007099.7021322425
2018-03-08,1010721.9325933917
2018-03-09,1011888.1020062135
2018-03-12,1035993.8607419768
2018-03-13,1034839.6273414494
2018-03-14,1029149.5627951347
2018-03-15,1058385.9119531184
2018-03-16,1038787.1140959668
2018-03-19,1032194.7875367345
2018-03-20,1031000.9404266295
2018-03-21,1030692.6913751268
2018-03-22,1030888.4442731238
2018-03-23,1031998.1862219733
2018-03-26,1027320.278650112
2018-03-27,1025582.9500137942
2018-03-28,1043047.9725224203
2018-03-29,1063075.9235476165
2018-03-30,1081428.145094972
2018-04-02,1084185.5434264275
2018-04-03,1082201.965801342
2018-04-04,1097884.308547482
2018-04-05,1070660.1593788085
2018-04-06,1064721.6230949159
2018-04-09,1067513.4695867682
2018-04-10,1051644.6338891392
2018-04-11,1050670.7047486226
2018-04-12,1052016.1503179388
2018-04-13,1042906.1541382207
2018-04-16,1033633.1491750313
2018-04-17,1044142.435900529
2018-04-18,1036829.6938475093
2018-04-19,1037323.1422213991
2018-04-20,1035947.3107896079
2018-04-23,1037447.8867752654
2018-04-24,1044057.6846689832
2018-04-25,1022594.7046531902
2018-04-26,1023038.2604938671
2018-04-27,1019150.6149199314
2018-04-30,1003762.6797435788
2018-05-01,1019689.0551278181
2018-05-02,1013988.9703092579
2018-05-03,997956.4925868474
2018-05-04,997306.5892001635
2018-05-07,993710.8214876355
2018-05-08,995240.3531023765
2018-05-09,997674.4248216164
2018-05-10,994229.9815877385
2018-05-11,989374.9385252458
2018-05-14,997032.4639655539
2018-05-15,993406.9380136493
2018-05-16,997366.5691499378
2018-05-17,991372.5012656983
2018-05-18,991644.053403179
2018-05-21,996017.157026069
2018-05-22,1008517.8206199219
2018-05-23,1007627.8024762655
2018-05-24,1017717.2017147476
2018-05-25,1014419.0907587158
2018-05-28,1020649.3911669494
2018-05-29,1018252.1466602404
2018-05-30,1008921.3218550561
2018-05-31,1012789.9575339723
2018-06-01,1023215.6617069008
2018-06-04,1032601.2660850853
2018-06-05,1022557.7641600894
2018-06-06,1020663.5174216452
2018-06-07,1015493.442950816
2018-06-08,1016807.6676929123
2018-06-11,1004300.599621681
2018-06-12,1004152.9333315885
2018-06-13,1001622.3558317169
2018-06-14,999959.1681229223
2018-06-15,1006023.5540405065
2018-06-18,1014511.4924531938
2018-06-19,1014994.4167993012
2018-06-20,1013554.1352266376
2018-06-21,1019455.000034308
2018-06-22,1001394.7276721403
2018-06-25,1005948.1492190108
2018-06-26,1007033.3993763045
2018-06-27,1001725.4530965332
2018-06-28,992980.7817071865
2018-06-29,987208.2645241786
2018-07-02,986901.526513031
2018-07-03,978458.6917878168
2018-07-04,989132.2330342856
2018-07-05,978492.3937405545
2018-07-06,962336.000648353
2018-07-09,978307.2567183656
2018-07-10,986763.4303295813
2018-07-11,993096.516329753
2018-07-12,987693.9447494098
2018-07-13,984195.8999789234
2018-07-16,982185.0401357829
2018-07-17,991426.4931150383
2018-07-18,995609.2748757757
2018-07-19,1009878.02385793
2018-07-20,1001098.2943354885
2018-07-23,986203.694208853
2018-07-24,987739.2954720245
2018-07-25,989493.4773031713
2018-07-26,986758.1035202843
2018-07-27,992781.5919610416
2018-07-30,983332.1577131596
2018-07-31,987635.398439785
2018-08-01,1001098.4778530197
2018-08-02,998608.2868357997
2018-08-03,999028.2537602925
2018-08-06,999198.0649736152
2018-08-07,995223.0458247963
2018-08-08,1007899.2051626481
2018-08-09,1000821.3875454521
2018-08-10,992196.2728303949
2018-08-13,985123.5850662502
2018-08-14,975673.3249338187
2018-08-15,977104.9530881356
2018-08-16,964487.9627939954
2018-08-17,978390.1511288823
2018-08-20,968539.9984220855
2018-08-21,974983.948385726
2018-08-22,976915.2939193053
2018-08-23,973131.4432038851
2018-08-24,971879.1947137242
2018-08-27,982184.6014995977
2018-08-28,974821.9485534602
2018-08-29,975084.4095782081
2018-08-30,981416.3886942011
2018-08-31,979195.1441866364
2018-09-03,971394.6902580332
2018-09-04,969885.8607345525
2018-09-05,977335.2961269218
2018-09-06,973939.6903882159
2018-09-07,969684.6380373966
2018-09-10,977892.1914676935
